Back,Dashboard 4. Environmental sustainability,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Mozambique,12.6,,0.3,,0.23,,48.0,,-13.0,,0.7,,4.5,,0.7,,2.4,,110,,27.6,,0.1,,..,,0.817,
182,Burkina Faso,..,,0.2,,..,,19.3,,-22.7,,..,,9.3,,3.8,,4.4,,206,,49.6,,0.0,,19,,0.988,
182,Sierra Leone,..,,0.1,,..,,43.1,,-0.3,,..,,..,,..,,7.0,,324,,81.3,,12.7,,18,,0.931,
184,Mali,..,,0.2,,..,,3.8,,-30.7,,..,,15.7,,5.3,,5.8,,209,,70.7,,0.1,,3,,0.981,
185,Burundi,..,,0.0,,..,,10.9,,-2.9,,..,,8.7,,6.3,,1.8,,180,,65.4,,5.5,,29,,0.892,
185,South Sudan,72.2,,0.2,,0.41,,..,,..,,1.3,,..,,..,,0.9,,165,,63.3,,2.7,,..,,0.930,
187,Chad,..,,0.1,,..,,3.8,,-29.2,,..,,..,,..,,2.5,,280,,101.0,,..,,34,,0.916,
188,Central African Republic,..,,0.1,,..,,35.6,,-1.8,,..,,0.1,,0.0,,3.4,,212,,82.1,,0.0,,13,,0.937,
189,Niger,24.1,,0.1,,0.11,,0.9,,-41.9,,5.1,,0.4,,0.0,,3.4,,252,,70.8,,2.2,,7,,0.936,
,Other countries or territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,
..,Korea (Democratic People's Rep. of),62.1,,1.2,,0.19,,40.7,,-40.2,,..,,..,,..,,3.6,,207,,1.4,,..,,..,,0.918,
..,Monaco,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,0.758,
..,Nauru,..,,4.7,,..,,0.0,,0.0,,..,,0.0,,0.0,,..,,..,,..,,..,,..,,0.769,
..,San Marino,..,,..,,..,,0.0,,0.0,,..,,..,,..,,..,,..,,..,,..,,..,,0.991,
..,Somalia,..,,0.0,,..,,10.0,,-24.1,,..,,..,,..,,2.7,,213,,86.6,,..,,23,,0.905,
..,Tuvalu,..,,1.0,,..,,33.3,,0.0,,..,,..,,..,,1.1,,..,,..,,..,,..,,0.833,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Very high human development,82.3,,10.4,,0.24,,33.0,,1.2,,6.1,,55.5,,20.0,,17.2,,25,,0.3,,0.7,,..,,—,
,High human development,84.8,,5.1,,0.34,,31.6,,-3.8,,6.1,,106.6,,39.7,,17.7,,94,,1.9,,0.3,,26,,—,
,Medium human development,68.9,,1.6,,0.23,,31.6,,-8.7,,..,,82.4,,32.8,,5.3,,168,,18.6,,..,,23,,—,
,Low human development,..,,0.3,,..,,23.7,,-13.1,,..,,8.7,,2.8,,3.3,,205,,47.6,,..,,16,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing countries,80.5,,3.4,,0.31,,27.1,,-6.4,,8.5,,74.1,,28.5,,11.5,,133,,14.0,,0.6,,23,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,95.5,,4.8,,0.29,,1.8,,-1.9,,77.3,,35.4,,10.9,,9.9,,101,,7.0,,3.5,,7,,—,
,East Asia and the Pacific,..,,5.5,,..,,29.8,,3.9,,..,,139.8,,40.3,,19.7,,114,,2.2,,0.1,,..,,—,
,Europe and Central Asia,87.0,,5.5,,0.30,,9.2,,8.6,,20.4,,43.2,,13.4,,14.9,,67,,0.5,,0.3,,28,,—,
,Latin America and the Caribbean,74.5,,2.8,,0.18,,46.2,,-9.6,,1.5,,57.3,,43.4,,13.3,,40,,1.7,,0.4,,28,,—,
,South Asia,76.9,,2.0,,0.26,,14.7,,7.8,,25.4,,97.3,,38.3,,5.5,,174,,17.1,,..,,23,,—,
,Sub-Saharan Africa,39.2,,0.8,,0.25,,28.1,,-11.9,,..,,11.1,,4.4,,4.1,,187,,47.8,,1.2,,22,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,..,,0.3,,..,,29.1,,-11.3,,..,,17.6,,7.3,,3.4,,167,,34.3,,0.8,,16,,—,
,Small island developing states,..,,3.2,,..,,69.4,,1.3,,..,,..,,..,,9.6,,92,,8.9,,..,,..,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Organisation for Economic Co-operation and Development,79.6,,9.5,,0.23,,32.0,,1.0,,7.3,,74.7,,26.4,,15.7,,20,,0.4,,0.7,,..,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,80.6,,4.6,,0.26,,31.2,,-3.0,,7.7,,69.7,,26.0,,12.3,,114,,11.7,,0.7,,20,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Three-colour coding is used to visualize partial grouping of countries and aggregates by indicator. For each indicator countries are divided into three groups of approximately equal size (terciles): the top third, the middle third and the bottom third. Aggregates are colour coded using the same tercile cutoffs. See Technical note 6 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf for details about partial grouping in this table.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,a. This column is intentionally left without colour because it is meant to provide context for the indicator on change in forest area.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. Data refer to the most recent year available during the period specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. Less than 0.1.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DEFINITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fossil fuel energy consumption: Percentage of total energy consumption that comes from fossil fuels, which consist of coal, oil, petroleum and natural gas products.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Carbon dioxide emissions, production emissions: Total carbon dioxide emissions produced as a consequence of human activities (use of coal, oil and gas for combustion and industrial processes, gas flaring and cement manufacture), divided by midyear population. Values are territorial emissions, meaning that emissions are attributed to the country in which they physically occur. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Carbon dioxide emissions, per unit of GDP: Human-originated carbon dioxide emissions stemming from the burning of fossil fuels, gas flaring and cement manufacture, expressed in kilograms per unit of gross domestic product (GDP) in constant 2010 US dollars. Carbon dioxide emitted by forest biomass through depletion of forest areas is included.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Forest area: Land spanning more than 0.5 hectare with trees taller than 5 metres and a canopy cover of more than 10 percent or trees able to reach these thresholds in situ. It excludes land predominantly under agricultural or urban land use, tree stands in agricultural production systems (for example, in fruit plantations and agroforestry systems) and trees in urban parks and gardens. Areas under reforestation that have not yet reached but are expected to reach a canopy cover of 10 percent and a tree height of 5 metres are included, as are temporarily unstocked areas resulting from human intervention or natural causes that are expected to regenerate.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Fresh water withdrawals: Total fresh water withdrawn, expressed as a percentage of total renewable water resources.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Use of fertilizer nutrient: Total agricultural use of fertilizer nutrient—nitrogen (N) or phosphorus (expressed as P2O5), expressed per area of cropland. Cropland is the sum of arable land and land under permanent crops.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Domestic material consumption per capita: The sum of direct imports of materials and domestic extraction of materials minus direct exports of materials, measured in tonnes, divided by midyear population. A territorial (production-side) indicator, domestic material consumption measures the total amount of materials used in economic processes. It excludes materials that are mobilized during domestic extraction but do not enter the economic process. Domestic material consumption per capita, also referred to as metabolic profile, is an environmental pressure indicator that describes the average level of material use in an economy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mortality rate attributed to household and ambient air pollution: Number of deaths attributable to the joint effects of household and ambient air pollution, expressed per 100,000 population. The rates are age-standardized. The diseases taken into account are acute respiratory infections (estimated for all ages), cerebrovascular diseases (estimated for adults older than age 25), ischaemic heart diseases (estimated for adults older than age 25), chronic obstructive pulmonary disease (estimated for adults older than age 25) and lung cancer (estimated for adults older than age 25).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Mortality rate attributed to unsafe water, sanitation and hygiene services: Number of deaths due to diarrhoea, intestinal nematode infections and protein-energy malnutrition that are attributable to inadequate water, sanitation and hygiene services, expressed per 100,000 population. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Number of deaths and missing persons attributed to disasters: Number of people who died during or directly after a disaster as a direct result of the event or whose whereabouts are unknown since the event, expressed per 100,000 population. It includes people who are presumed dead, for whom there is no physical evidence such as a body and for whom an official or legal report has been filed with competent authorities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Degraded land: Rain-fed cropland, irrigated cropland, or range, pasture, forest and woodlands that have experienced the reduction or loss of biological or economic productivity and complexity resulting from a combination of pressures, including land use and management practices, expressed as a percentage of total land area.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Red List Index: Measure of the aggregate extinction risk across groups of species. It is based on genuine changes in the number of species in each category of extinction risk on the International Union for Conservation of Nature Red List of Threatened Species. It ranges from 0, all species categorized as extinct, to 1, all species categorized as least concern.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAIN DATA SOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 1 and 4: World Bank (2020a).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 2: Global Carbon Project (2020). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 3, 9 and 12–14: United Nations Statistics Division (2020a).",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 5: HDRO calculations based on data on forest area from World Bank (2020a).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 6: FAO (2020c).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 7 and 8: FAO (2020b).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 10 and 11: WHO (2020).,,,,,,,,,,,,,,,,,,,,,,,,,,,,
