Back,Dashboard 2. Life-course gender gap ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
..,Korea (Democratic People's Rep. of),1.05,,..,,1.00,,1.01,,0.78,,..,,0.75,,39.1,,17.6,,..,,..,,..,,..,
..,Monaco,..,,..,,..,,..,,..,,..,,..,,..,,33.3,,..,,..,,..,,..,
..,Nauru,..,,0.94,,0.95,,1.02,,..,,..,,..,,..,,10.5,,..,,..,,..,,..,
..,San Marino,..,,1.04,,1.16,,0.89,,..,,..,,..,,..,,25.0,,..,,..,,..,,..,
..,Somalia,1.03,,..,,..,,..,,0.98,,..,,0.97,,18.0,,24.3,,..,,..,,..,,..,
..,Tuvalu,..,,0.94,,0.92,,1.14,,..,,..,,..,,..,,6.3,,10.4,,..,,..,,..,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,,,,,,,,,
,Very high human development,1.05,,0.99,,1.00,,0.99,,1.10,,0.98,,1.17,,44.4,,28.3,,—,,—,,—,,0.93,
,High human development,1.08,,0.99,,1.00,,..,,1.19,,0.93,,1.16,,43.2,,24.5,,—,,—,,—,,..,
,Medium human development,1.08,,0.95,,1.06,,1.02,,1.12,,0.65,,1.15,,21.0,,20.4,,—,,—,,—,,..,
,Low human development,1.04,,1.01,,0.94,,0.84,,1.32,,0.57,,1.40,,45.0,,22.2,,—,,—,,—,,..,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing countries,1.07,,0.97,,1.01,,1.00,,1.18,,0.85,,1.22,,37.1,,22.7,,—,,—,,—,,..,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,1.05,,0.98,,0.97,,0.96,,1.79,,0.88,,2.63,,16.3,,18.0,,—,,—,,—,,..,
,East Asia and the Pacific,1.10,,0.99,,1.00,,..,,0.92,,0.91,,0.82,,44.9,,20.2,,—,,—,,—,,..,
,Europe and Central Asia,1.06,,0.98,,1.00,,0.97,,1.19,,0.91,,1.10,,40.4,,23.1,,—,,—,,—,,..,
,Latin America and the Caribbean,1.05,,1.02,,0.98,,1.04,,1.37,,1.01,,1.34,,44.1,,31.4,,—,,—,,—,,..,
,South Asia,1.09,,0.93,,1.07,,1.02,,1.11,,0.65,,1.15,,16.5,,17.5,,—,,—,,—,,..,
,Sub-Saharan Africa,1.04,,1.00,,0.96,,0.88,,1.19,,0.72,,1.17,,47.5,,24.0,,—,,—,,—,,..,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,1.04,,1.00,,0.95,,0.92,,1.25,,0.70,,1.48,,37.7,,22.8,,—,,—,,—,,..,
,Small island developing states,1.06,,..,,0.95,,1.00,,1.56,,0.94,,1.47,,43.8,,25.1,,—,,—,,—,,..,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Organisation for Economic Co-operation and Development,1.05,,1.00,,1.00,,1.00,,1.03,,0.97,,1.12,,45.0,,30.8,,—,,—,,—,,0.91,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,1.07,,0.98,,1.01,,1.00,,1.15,,0.89,,1.18,,39.4,,24.6,,—,,—,,—,,..,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,NOTES,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Three-colour coding is used to visualize partial grouping of countries and aggregates by indicator. For each indicator countries are divided into three groups of approximately equal size (terciles): the top third, the middle third and the bottom third. Aggregates are colour coded using the same tercile cutoffs. Sex ratio at birth is an exception—countries are divided into two groups: the natural group (countries with a value of 1.04–1.07, inclusive), which uses darker shading, and the gender-biased group (all others), which uses lighter shading. See Technical note 6 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf for details about partial grouping in this table.",,,,,,,,,,,,,,,,,,,,,,,,,,
,a. The natural sex ratio at birth is commonly assumed and empirically confirmed to be 1.05 male births to 1 female birth.,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. Data are average annual estimates for 2015–2020.,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. Data refer to the most recent year available during the period specified.,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. Refers to the population ages 10 and older.,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. Refers to the population ages 20–74.,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. Refers to the population ages 12 and older.,,,,,,,,,,,,,,,,,,,,,,,,,,
,g. Refers to the population ages 6 and older.,,,,,,,,,,,,,,,,,,,,,,,,,,
,h. Excludes the 36 special rotating delegates appointed on an ad hoc basis.,,,,,,,,,,,,,,,,,,,,,,,,,,
,i. Refers to the population ages 5 and older.,,,,,,,,,,,,,,,,,,,,,,,,,,
,j. Refers to 2006.,,,,,,,,,,,,,,,,,,,,,,,,,,
,k. Refers to 2011.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DEFINITIONS,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sex ratio at birth: Number of male births per female birth.,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Gross enrolment ratio, female to male ratio: For a given level of education (pre-primary, primary, secondary), the ratio of the female gross enrolment ratio to the male gross enrolment ratio. The gross enrolment ratio (female or male) is the total enrolment in a given level of education, regardless of age, expressed as a percentage of the official school-age population for the same level of education.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Youth unemployment rate, female to male ratio: Ratio of the percentage of the female labour force population ages 15–24 that is not in paid employment or self-employed but is available for work and is actively seeking paid employment or self-employment to the percentage of the male labour force population ages 15–24 that is not in paid employment or self-employed but is available for work and is actively seeking paid employment or self-employment.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Population with at least some secondary education, female to male ratio: Ratio of the percentage of the female population ages 25 and older that has reached (but not necessarily completed) a secondary level of education to the percentage of the male population ages 25 and older with the same level of education achievement.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Total unemployment rate, female to male ratio: Ratio of the percentage of the female labour force population ages 15 and older that is not in paid employment or self-employed but is available for work and is actively seeking paid employment or self-employment to the percentage of the male labour force population ages 15 and older that is not in paid employment or self-employed but is available for work and is actively seeking paid employment or self-employment.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Share of employment in nonagriculture, female: Share of women in employment in the nonagricultural sector, which comprises industry and services activities.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Share of seats held by women in parliament: Proportion of seats held by women in the national parliament, expressed as a percentage of total seats. For countries with a bicameral legislative system, the share of seats is calculated based on both houses.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Share of seats held by women in local government: Proportion of elected positions held by women in legislative/deliberative bodies of local government, expressed as a percentage of total elected positions in those bodies.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Time spent on unpaid domestic chores and care work: The average daily number of hours spent on unpaid domestic and care work, expressed as a percentage of a 24-hour day. Unpaid domestic chores and care work refer to activities related to the provision of services for own final use by household members or by family members living in other households.",,,,,,,,,,,,,,,,,,,,,,,,,,
,"Old-age pension recipients, female to male ratio: Ratio of the percentage of women above the statutory pensionable age receiving an old-age pension (contributory, noncontributory or both) to the percentage of men above the statutory pensionable age receiving an old-age pension (contributory, noncontributory or both).",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAIN DATA SOURCES,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 1: UNDESA (2019a).,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 2–4: UNESCO (2020). ,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 5 and 7: HDRO calculations based on ILO (2020). ,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 6: HDRO calculations based on UNESCO Institute for Statistics (2020) and Barro and Lee (2018).,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 8: ILO (2020).,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 9: IPU (2020). ,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 10 and 11: United Nations Statistics Division (2020a). ,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columns 12 and 13: HDRO calculations based on United Nations Statistics Division (2020a). ,,,,,,,,,,,,,,,,,,,,,,,,,,
