Back,Table 3. Inequality-adjusted Human Development Index ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Malawi,0.483,,0.345,,28.6,,5,,28.6,,25.1,,0.510,,28.4,,0.336,,32.4,,0.239,,16.2,,38.1,,31.1,,44.7,
175,Congo (Democratic Republic of the),0.480,,0.335,,30.2,,4,,30.2,,36.1,,0.400,,26.8,,0.363,,27.6,,0.258,,15.5,,32.0,,18.1,,42.1,
175,Guinea-Bissau,0.480,,0.300,,37.5,,-7,,37.4,,32.3,,0.399,,41.9,,0.240,,37.9,,0.281,,12.8,,42.0,,19.3,,50.7,
175,Liberia,0.480,,0.325,,32.3,,1,,31.8,,29.8,,0.476,,42.9,,0.243,,22.7,,0.296,,18.8,,27.1,,12.0,,35.3,
178,Guinea,0.477,,0.313,,34.4,,0,,33.1,,31.3,,0.440,,50.1,,0.176,,17.8,,0.395,,19.8,,26.4,,12.4,,33.7,
179,Yemen,0.470,,0.321,,31.7,,4,,30.9,,24.7,,0.534,,46.1,,0.189,,21.8,,0.327,,18.8,,29.4,,15.7,,36.7,
180,Eritrea,0.459,,..,,..,,..,,..,,21.4,,0.560,,..,,..,,..,,..,,..,,..,,14.3,,..,
181,Mozambique,0.456,,0.316,,30.7,,4,,30.7,,29.8,,0.441,,33.8,,0.262,,28.4,,0.273,,11.8,,45.5,,30.9,,54.0,
182,Burkina Faso,0.452,,0.316,,30.1,,5,,29.5,,32.0,,0.435,,39.2,,0.190,,17.3,,0.382,,20.0,,29.6,,14.3,,35.3,
182,Sierra Leone,0.452,,0.291,,35.6,,-2,,34.5,,39.0,,0.326,,46.9,,0.216,,17.7,,0.350,,19.6,,29.4,,10.5,,35.7,
184,Mali,0.434,,0.289,,33.4,,-1,,32.4,,36.7,,0.383,,43.9,,0.160,,16.6,,0.393,,20.1,f,25.7,f,9.5,,33.0,f
185,Burundi,0.433,,0.303,,30.0,,5,,29.6,,28.5,,0.457,,39.5,,0.252,,20.9,,0.241,,17.9,,31.0,,14.6,,38.6,
185,South Sudan,0.433,,0.276,,36.3,,-2,,36.0,,36.2,,0.372,,39.6,,0.185,,32.3,,0.307,,12.5,f,33.2,f,14.1,,46.3,f
187,Chad,0.398,,0.248,,37.7,,-1,,37.4,,40.9,,0.311,,43.0,,0.164,,28.4,,0.297,,14.6,,32.4,,15.6,,43.3,
188,Central African Republic,0.397,,0.232,,41.6,,-1,,41.3,,40.1,,0.307,,34.5,,0.231,,49.2,,0.176,,10.3,g,46.2,,30.9,,56.2,g
189,Niger,0.394,,0.284,,27.9,,3,,27.4,,30.9,,0.451,,35.0,,0.162,,16.4,,0.314,,19.6,,27.0,,11.4,,34.3,
,Other countries or territories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Korea (Democratic People's Rep. of),..,,..,,..,,..,,..,,11.5,,0.712,,..,,..,,..,,..,,..,,..,,..,,..,
,Monaco,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
,Nauru,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
,San Marino,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,,..,
,Somalia,..,,..,,..,,..,,..,,38.9,,0.352,,..,,..,,..,,..,,..,,..,,16.9,,..,
,Tuvalu,..,,..,,..,,..,,..,,..,,..,,10.5,,..,,..,,..,,17.4,,30.7,,..,,39.1,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Human development groups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Very high human development,0.898,,0.800,,10.9,,—,,10.7,,5.2,,0.869,,6.4,,0.803,,20.4,,0.733,,18.3,,27.7,,15.6,,—,
,High human development,0.753,,0.618,,17.9,,—,,17.6,,10.1,,0.765,,14.5,,0.572,,28.0,,0.539,,16.6,,31.3,,..,,—,
,Medium human development,0.631,,0.465,,26.3,,—,,25.9,,20.8,,0.601,,37.1,,0.334,,19.7,,0.499,,18.8,,31.0,,..,,—,
,Low human development,0.513,,0.352,,31.4,,—,,31.3,,30.8,,0.441,,37.9,,0.263,,25.1,,0.375,,16.7,,31.9,,16.0,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Developing countries,0.689,,0.535,,22.4,,—,,22.3,,16.7,,0.657,,25.5,,0.439,,24.6,,0.531,,17.4,,31.3,,17.7,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Regions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Arab States,0.705,,0.531,,24.7,,—,,24.3,,15.0,,0.681,,32.5,,0.391,,25.4,,0.563,,20.7,,26.6,,15.8,,—,
,East Asia and the Pacific,0.747,,0.621,,16.9,,—,,16.5,,9.9,,0.769,,13.4,,0.561,,26.2,,0.556,,17.3,,29.5,,..,,—,
,Europe and Central Asia,0.791,,0.697,,11.9,,—,,11.7,,9.7,,0.756,,8.2,,0.692,,17.2,,0.649,,19.7,,27.2,,..,,—,
,Latin America and the Caribbean,0.766,,0.596,,22.2,,—,,21.5,,11.6,,0.756,,18.0,,0.571,,34.9,,0.491,,12.9,,37.8,,..,,—,
,South Asia,0.641,,0.475,,25.9,,—,,25.4,,20.2,,0.613,,37.5,,0.339,,18.5,,0.515,,19.2,,30.9,,..,,—,
,Sub-Saharan Africa,0.547,,0.380,,30.5,,—,,30.5,,29.7,,0.449,,34.1,,0.310,,27.6,,0.394,,15.4,,33.9,,16.4,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Least developed countries,0.538,,0.384,,28.6,,—,,28.4,,26.4,,0.514,,36.0,,0.280,,22.9,,0.394,,17.9,,30.8,,16.3,,—,
,Small island developing states,0.728,,0.549,,24.6,,—,,24.2,,16.7,,0.667,,22.0,,0.493,,34.0,,0.504,,..,,..,,..,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Organisation for Economic Co-operation and Development,0.900,,0.791,,12.1,,—,,11.8,,5.5,,0.878,,7.6,,0.787,,22.2,,0.718,,17.9,,28.7,,15.1,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,World,0.737,,0.587,,20.4,,—,,20.2,,14.7,,0.692,,22.1,,0.497,,23.8,,0.589,,17.6,,30.6,,17.1,,—,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Notes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,a. See http://hdr.undp.org/en/composite/IHDI for the list of surveys used to estimate inequalities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,b. Based on countries for which an Inequality-adjusted Human Development Index value is calculated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,c. Calculated by HDRO from the 2015-2020 period life tables from UNDESA (2019a).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,d. Data refer to 2019 or the most recent year available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,e. Data refer to the most recent year available during the period specified.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,f. Refers to 2009.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,g. Refers to 2008.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Definitions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Human Development Index (HDI): A composite index measuring average achievement in three basic dimensions of human development—a long and healthy life, knowledge and a decent standard of living. See Technical note 1 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf  for details on how the HDI is calculated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality-adjusted HDI (IHDI): HDI value adjusted for inequalities in the three basic dimensions of human development. See Technical note 2 at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf  for details on how the IHDI is calculated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Overall loss: Percentage difference between the IHDI value and the HDI value.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Difference from HDI rank: Difference in ranks on the IHDI and the HDI, calculated only for countries for which an IHDI value is calculated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Coefficient of human inequality: Average inequality in the three basic dimensions of human development.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality in life expectancy: Inequality in distribution of expected length of life based on data from life tables estimated using the Atkinson inequality index. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality-adjusted life expectancy index: HDI life expectancy index value adjusted for inequality in distribution of expected length of life based on data from life tables listed in Main data sources.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality in education: Inequality in distribution of years of schooling based on data from household surveys estimated using the Atkinson inequality index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality-adjusted education index: HDI education index value adjusted for inequality in distribution of years of schooling based on data from household surveys listed in Main data sources.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality in income: Inequality in income distribution based on data from household surveys estimated using the Atkinson inequality index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Inequality-adjusted income index: HDI income index value adjusted for inequality in income distribution based on data from household surveys listed in Main data sources.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Income shares (%): Percentage share of income (or consumption) that accrues to the indicated population subgroups.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Income share held by richest 1%: Share of pretax national income held by the richest 1 percent of the population. Pre-tax national income is the sum of all pretax personal income flows accruing to the owners of the production factors, labour and capital, before the tax/transfer system is taken into account and after the pension system is taken into account.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Gini coefficient: Measure of the deviation of the distribution of income among individuals or households in a country from a perfectly equal distribution. A value of 0 represents absolute equality, a value of 100 absolute inequality.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Main data sources,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Column 1: HDRO calculations based on data from UNDESA (2019a), UNESCO Institute for Statistics (2020), United Nations Statistics Division (2020b), World Bank (2020a), Barro and Lee (2018) and IMF (2020).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Column 2: Calculated as the geometric mean of the values in the inequality-adjusted life expectancy index, inequality-adjusted education index and inequality-adjusted income index using the methodology in Technical note 2 (available at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 3: Calculated based on data in columns 1 and 2.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 4: Calculated based on IHDI values and recalculated HDI ranks for countries for which an IHDI value is calculated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Column 5: Calculated as the arithmetic mean of the values in inequality in life expectancy, inequality in education and inequality in income using the methodology in Technical note 2 (available at http://hdr.undp.org/sites/default/files/hdr2020_technical_notes.pdf).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 6: Calculated based on abridged life tables from UNDESA (2019a). ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 7: Calculated based on inequality in life expectancy and the HDI life expectancy index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 8 and 10: Calculated based on data from the Luxembourg Income Study database, Eurostat’s European Union Statistics on Income and Living Conditions, the World Bank’s International Income Distribution Database, the Center for Distributive, Labor and Social Studies and the World Bank’s Socio-Economic Database for Latin America and the Caribbean, ICF Macro Demographic and Health Surveys and United Nations Children’s Fund Multiple Indicator Cluster Surveys using the methodology in Technical note 2.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 9: Calculated based on inequality in education and the HDI education index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 11: Calculated based on inequality in income and the HDI income index.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Columns 12, 13 and 15: World Bank (2020a). ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Column 14: World Inequality Database (2020).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
